px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-25.7294	-4.80578	4.74872	2.09642	-0.46962	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.588375
-25.8502	-4.6002	4.75229	2.07841	-0.45748	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.215035
-25.9615	-4.36021	4.78801	2.04784	-0.464693	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.524235
-26.0704	-4.13962	4.79027	2.00356	-0.518533	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.1061
-26.1603	-3.86048	4.85887	1.96224	-0.533105	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.07204
-26.234	-3.62397	4.85962	1.91054	-0.587977	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.53633
-26.2625	-3.35732	4.87631	1.85852	-0.611513	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.41989
-26.3121	-3.11385	4.87918	1.8127	-0.641121	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.496176
-26.3366	-2.87645	4.86344	1.77082	-0.652091	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.39072
-26.395	-2.64964	4.85348	1.74881	-0.63475	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.41849
-26.4723	-2.48867	4.76745	1.74042	-0.613989	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.79585
-26.5278	-2.25346	4.77331	1.72434	-0.585208	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.011
-26.578	-2.0542	4.73044	1.70512	-0.576474	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.26519
-26.6092	-1.81729	4.73258	1.68601	-0.551622	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.99665
-26.6069	-1.57005	4.74051	1.64812	-0.562176	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.11547
-26.604	-1.33863	4.73116	1.60564	-0.59135	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.68829
-26.6073	-1.11173	4.71787	1.57624	-0.591665	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0588725
-26.6368	-0.885601	4.71016	1.56147	-0.571768	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.17316
-26.6476	-0.637607	4.73064	1.53824	-0.565374	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.510353
-26.6348	-0.396316	4.74164	1.49996	-0.590559	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.23754
-26.5892	-0.108697	4.81023	1.45988	-0.599256	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.60322
-26.5698	0.129945	4.81325	1.43061	-0.603822	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.7537
-26.5463	0.41634	4.88153	1.4054	-0.596125	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.76438
-26.5342	0.654036	4.87225	1.39708	-0.557522	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.78262
-26.5269	0.932376	4.92563	1.38384	-0.540343	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.12009
-26.4892	1.18884	4.9368	1.37741	-0.491765	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.16047
-26.4325	1.42844	4.93469	1.35046	-0.494283	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0628876
-26.3937	1.64918	4.90174	1.33855	-0.469724	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.28151
-26.3386	1.86484	4.8708	1.31535	-0.470284	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.32171
-26.2705	2.09615	4.86882	1.28686	-0.481253	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.236799
-26.2079	2.29491	4.82064	1.26343	-0.481797	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.800077
-26.1452	2.5238	4.8117	1.25289	-0.45269	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.777183
-26.0668	2.76444	4.82974	1.23111	-0.451362	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.105723
-25.9716	2.98708	4.83807	1.18914	-0.496257	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.90992
-25.871	3.2599	4.90741	1.16659	-0.492263	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.565
-25.7882	3.48892	4.90948	1.14707	-0.488644	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.14101
-25.6821	3.69337	4.88636	1.11966	-0.492344	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.209837
-25.5653	3.90185	4.87818	1.08871	-0.503327	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.13077
-25.4973	4.0873	4.82051	1.0756	-0.49212	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.80944
-25.374	4.29054	4.81495	1.04646	-0.499281	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.613434
-25.2147	4.50586	4.84262	1.01084	-0.509828	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.00219
-25.0642	4.70311	4.83453	0.986979	-0.49327	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.94981
-24.9456	4.89808	4.81951	0.96695	-0.488771	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.444451
-24.7895	5.08947	4.821	0.937117	-0.492743	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.30812
-24.6222	5.2999	4.85629	0.908893	-0.495542	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.90415
-24.4503	5.47758	4.86597	0.865216	-0.532101	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.938023
-24.2635	5.64991	4.86978	0.828094	-0.543214	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.22759
-24.0975	5.81226	4.86006	0.791864	-0.563297	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.20277
-23.9234	5.97319	4.84965	0.761108	-0.566431	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0542354
-23.7792	6.16123	4.81712	0.77078	-0.489177	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.76872
-23.6114	6.31755	4.80147	0.745858	-0.490229	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.109614
-23.462	6.49393	4.78239	0.743233	-0.451311	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.85019
-23.2401	6.70865	4.87788	0.723698	-0.444951	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.22559
-23.0445	6.85174	4.86245	0.698496	-0.440931	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.55112
-22.8319	7.02217	4.90048	0.674565	-0.441872	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.03368
-22.62	7.15674	4.90672	0.63823	-0.464544	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.5297
-22.4347	7.30317	4.89788	0.619056	-0.460427	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.292112
-22.2064	7.42707	4.93287	0.569015	-0.51419	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.58562
-22.0254	7.58962	4.93871	0.560036	-0.495983	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.12981
-21.8416	7.75972	4.92954	0.567735	-0.43939	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.78832
-21.634	7.90271	4.94024	0.550234	-0.434233	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0916816
-21.4428	8.03857	4.92039	0.540643	-0.413904	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.6352
-21.2147	8.07941	4.86043	0.488686	-0.449386	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.46903
-21.0226	8.23647	4.84072	0.50497	-0.377251	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	6.40225
-20.8439	8.38809	4.83784	0.505491	-0.356064	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.09346
-20.6034	8.49735	4.87811	0.470716	-0.388892	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.37802
-20.3562	8.63173	4.93012	0.454903	-0.383831	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.35118
